Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2019136BJ1213,2,9,0,18,0,8,0,0,0,0,3,1,6,2,46,8,1296,1,13,-1,-1,-1
2019136BJ1519,1,9,0,18,0,0,0,4,1,0,1,1,6,2,68,10,1329,1,7,1,1,1
2019136BJ1519,2,9,0,2,0,0,0,0,1,0,1,1,6,1,-1,-1,1242,1,14,-1,-1,-1
2019136BJ1519,3,9,0,2,0,0,0,0,0,0,2,1,6,1,-1,-1,1200,1,1,-1,-1,-1
2019136BJ1669,1,9,0,18,0,0,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019136BJ1819,1,9,0,9,0,4,0,0,7,0,1,1,6,1,24,5,998,1,16,1,1,1
2019136BJ1819,2,9,0,18,0,4,0,0,1,0,3,1,6,1,32,6,-1,-1,-1,1,1,1
2019136BK1405,1,9,0,18,0,8,0,0,0,0,3,1,6,1,48,8,1753,2,11,4,1,4
2019136BK1405,2,9,0,18,0,8,0,0,0,0,1,1,6,1,33,6,1910,2,10,2,1,2
2019136BK1405,3,9,0,9,0,6,0,0,0,0,1,1,6,1,63,9,1968,2,12,7,3,7
2019136BL0145,1,9,0,13,0,0,1,0,7,11,3,1,6,1,27,6,-1,-1,-1,-1,-1,-1
2019136BL0227,1,21,0,18,0,0,0,0,0,0,1,1,1,1,62,9,-1,-1,-1,5,2,5
2019136BL0482,1,9,0,1,0,8,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136BL1737,1,9,0,18,0,8,0,0,0,0,4,1,6,1,34,6,898,1,-1,4,1,4
2019136BL1737,2,9,0,18,0,8,0,0,0,0,3,1,6,2,23,5,999,1,4,1,1,1
2019136BM0249,1,9,0,9,0,6,0,0,0,0,1,1,1,1,26,6,2179,2,6,8,-1,8
2019136BM0249,2,1,0,18,0,8,0,0,0,0,4,1,1,2,36,7,-1,-1,-1,5,1,5
2019136BM0266,1,8,0,6,0,8,0,0,0,0,3,1,1,1,46,8,1598,2,5,1,1,1
2019136BM0266,2,9,0,18,0,8,0,0,0,0,4,1,1,1,31,6,1328,1,12,5,1,5
2019136BM0513,1,9,0,18,0,0,0,0,0,0,1,1,6,2,26,6,998,1,8,6,3,6
2019136BM0513,2,9,0,4,0,0,0,0,0,0,2,1,6,2,21,5,1496,1,4,8,1,8
2019136BN1318,1,9,0,18,0,8,0,0,0,0,4,1,6,1,62,9,1461,2,4,5,1,5
2019136BN1318,2,9,0,9,0,6,0,0,0,0,1,1,6,1,26,6,1598,2,4,5,1,5
2019136BN1431,1,9,0,7,0,8,0,0,0,0,1,1,6,1,19,4,2000,1,14,7,1,7
2019136BN1431,2,9,0,14,0,8,0,0,0,0,1,1,6,2,37,7,1995,2,7,2,1,2
2019136BN2039,1,9,0,9,0,6,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136BO0281,1,9,0,18,0,0,0,0,8,4,3,1,6,1,23,5,1398,1,6,1,1,1
2019136BP0962,1,9,0,18,0,0,0,0,7,10,1,1,6,1,42,7,1596,1,8,2,1,2
2019136BP1357,1,9,0,2,0,0,0,0,0,0,1,1,6,2,81,11,2400,2,10,5,1,5
2019136BQ0334,1,9,0,5,0,1,0,0,0,0,1,2,6,2,31,6,1296,1,13,1,1,1
2019136BQ0334,2,1,0,18,0,8,0,0,0,0,4,1,6,1,37,7,-1,-1,-1,9,1,9
2019136BQ0398,1,9,0,3,0,2,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019136BQ0584,1,9,0,17,0,2,0,0,3,11,1,1,6,2,19,4,1900,2,13,1,1,1
2019136BQ1295,1,11,0,18,0,8,0,0,0,0,1,1,1,1,51,8,5132,2,4,6,1,6
2019136BQ1295,2,8,0,7,0,8,0,0,0,0,3,1,1,1,57,9,1998,2,9,1,1,1
2019136BQ1585,1,9,0,9,0,6,0,11,0,0,3,1,6,2,26,6,1598,2,5,1,1,1
2019136BR0277,1,9,0,18,0,0,0,0,0,0,1,1,6,2,39,7,1197,1,1,8,-1,8
2019136BR0978,1,9,0,18,0,8,1,0,0,0,1,1,6,2,24,5,1364,1,10,1,1,1
2019136BR1068,1,9,0,9,0,1,0,0,0,0,1,1,6,3,-1,-1,1199,2,8,-1,-1,-1
2019136BR1068,2,1,0,18,0,1,0,0,0,0,4,1,6,1,48,8,-1,-1,-1,1,1,1
2019136BS1185,1,9,0,9,0,8,0,0,0,0,1,1,2,1,51,8,1997,2,4,2,1,2
2019136BS1185,2,9,0,18,0,8,0,0,0,0,1,1,6,2,53,8,1149,1,12,1,1,1
2019136BS1473,1,20,0,18,0,8,0,0,0,0,1,1,1,1,22,5,4461,2,7,7,1,7
2019136BS1473,2,9,0,18,0,8,0,0,0,0,1,1,6,1,58,9,999,1,3,10,-1,10
2019136BT0289,1,9,0,18,0,0,2,0,7,11,1,1,2,2,24,5,1229,1,5,2,3,2
2019136BT0303,1,9,0,9,0,8,0,0,0,0,1,1,6,1,47,8,-1,-1,-1,7,1,7
2019136BT0303,2,1,0,18,0,8,0,0,0,0,1,1,6,1,72,10,-1,-1,-1,9,1,9
2019136BT0414,1,9,0,18,0,0,0,0,0,0,3,1,6,2,33,6,999,1,1,6,1,6
2019136BT0414,2,9,0,18,0,0,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019136BT1345,1,9,0,18,0,0,0,0,0,0,2,1,6,1,58,9,1598,2,8,1,1,1
2019136BT1345,2,9,0,18,0,0,0,0,0,0,1,1,6,1,50,8,-1,-1,-1,3,1,3
2019136BT1448,1,9,0,7,0,6,0,0,0,0,1,1,6,2,41,7,1995,2,18,1,1,1
2019136BT1448,2,9,0,3,0,8,0,0,0,0,4,1,6,1,32,6,2993,2,2,1,1,1
2019136BT1448,3,9,0,3,0,8,0,0,0,0,4,1,6,2,44,7,1197,1,2,5,1,5
2019136BT1448,4,9,0,2,0,2,0,0,0,0,3,1,6,1,53,8,1560,2,9,3,1,3
2019136BU1141,1,9,0,18,0,8,0,0,0,0,1,1,6,1,26,6,1229,1,8,1,1,1
2019136BU1724,1,9,0,7,0,6,0,0,0,0,3,1,6,2,44,7,1395,1,3,4,1,4
2019136BU1724,2,9,0,18,0,1,0,0,0,0,1,1,6,2,35,6,1598,2,4,1,1,1
2019136C10256,1,9,0,18,0,1,1,0,7,11,1,1,6,1,27,6,1984,1,1,8,1,8
2019136C10256,2,8,0,9,0,8,0,0,0,0,3,1,1,1,40,7,1598,2,6,1,1,1
2019136C10665,1,17,0,18,0,0,0,0,0,0,1,1,1,1,31,6,-1,-1,-1,7,3,7
2019136C10665,2,9,0,4,0,0,0,0,0,0,2,1,6,1,57,9,1968,2,4,-1,-1,-1
2019136C20619,1,8,0,7,0,8,0,0,0,0,1,1,6,1,34,6,1968,2,6,7,1,7
2019136C21434,1,9,0,18,0,8,0,0,3,11,1,1,6,2,67,10,1242,1,-1,3,1,3
2019136C21726,1,9,0,1,0,1,0,0,0,0,2,1,6,2,35,6,1398,1,-1,-1,-1,-1
2019136C21726,2,9,0,3,0,1,0,0,0,0,1,1,6,2,29,6,1598,2,5,-1,-1,-1
2019136C30854,1,8,0,18,0,8,0,0,0,0,1,1,1,1,63,9,1560,2,6,1,1,1
2019136C40905,1,90,0,18,0,8,1,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019136C40905,2,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,2231,2,12,3,1,3
2019136C41582,1,9,0,18,0,4,0,0,0,0,1,1,6,1,34,6,2143,2,1,1,1,1
2019136C41582,2,9,0,17,0,8,0,0,0,0,1,1,6,1,52,8,1390,1,11,9,2,9
2019136C51259,1,9,0,9,0,2,0,0,0,0,4,1,6,1,25,5,2987,2,12,3,1,3
2019136C51259,2,9,0,9,0,2,0,0,0,0,1,1,6,1,23,5,1596,1,4,2,1,2
2019136C51713,1,9,0,18,0,8,0,0,0,0,3,1,6,2,36,7,1339,1,15,3,1,3
2019136C51713,2,9,0,18,0,8,0,0,0,0,1,1,6,1,62,9,2268,2,4,5,1,5
2019136C61837,1,9,0,18,0,8,1,0,0,11,1,1,6,1,22,5,1900,2,14,1,1,1
2019136C61837,2,9,0,18,0,8,1,0,0,11,4,1,6,2,63,9,1364,1,5,3,1,3
2019136C70047,1,9,0,18,0,0,0,0,0,0,1,1,6,1,45,7,1834,1,22,-1,-1,-1
2019136C72096,1,9,0,18,0,0,0,0,0,0,1,1,6,1,19,4,1999,1,14,1,1,1
2019136C72096,2,9,0,18,0,0,0,0,0,0,0,1,1,1,37,7,1498,2,-1,-1,-1,-1
2019136C72096,3,9,0,6,0,0,0,0,0,0,4,1,6,1,22,5,1242,1,13,4,1,4
2019136C72096,4,9,0,2,0,0,0,0,0,0,2,1,6,1,48,8,1968,2,-1,1,1,1
2019136C72096,5,9,0,2,0,0,0,0,0,0,1,1,6,1,42,7,1984,1,-1,3,1,3
2019136C81104,1,9,0,1,0,0,0,0,0,0,2,1,6,2,26,6,1461,2,-1,7,1,7
2019136C81212,1,9,0,7,9,0,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,1,1,1
2019136C81212,2,9,0,18,0,0,0,0,0,0,1,1,6,2,47,8,1390,1,8,1,1,1
2019136C81398,1,9,0,18,0,0,0,0,0,0,1,1,6,1,27,6,1995,2,14,1,1,1
2019136C81724,1,9,0,7,0,8,1,0,3,11,2,1,6,1,17,4,898,1,-1,1,1,1
2019136C90765,1,19,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136C90765,2,9,0,3,0,1,0,0,0,0,2,1,6,1,56,9,2902,2,11,1,1,1
2019136C90989,1,9,0,15,0,0,0,0,0,0,4,1,6,1,83,11,1591,1,9,2,1,2
2019136C91011,1,9,0,18,0,2,0,0,0,0,0,1,6,1,70,10,1388,1,16,3,1,3
2019136C91039,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,1910,2,11,-1,-1,-1
2019136C91039,2,9,0,18,0,0,0,0,0,0,3,1,6,2,39,7,1329,1,9,8,1,8
2019136CA1185,1,9,0,18,0,0,0,0,0,0,1,1,6,1,40,7,1598,1,2,1,1,1
2019136CA1216,1,9,0,18,0,8,0,0,0,0,4,1,6,2,35,6,1399,1,12,1,1,1
2019136CA1216,2,9,0,5,0,8,0,0,0,0,1,1,6,1,38,7,1398,1,9,1,1,1
2019136CA1384,1,9,0,18,0,8,0,0,0,0,1,1,6,2,61,9,1339,1,16,3,1,3
2019136CA1384,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1896,2,16,7,1,7
2019136CA1438,1,9,0,18,0,1,0,0,0,0,1,1,6,2,60,9,1298,1,17,3,1,3
2019136CB0210,1,9,0,9,0,1,0,0,0,0,1,1,6,2,36,7,1994,1,14,1,1,1
2019136CB0242,1,9,0,18,0,2,0,0,0,0,1,1,6,1,86,11,1332,1,-1,3,1,3
2019136CB0586,1,9,0,18,0,8,0,0,7,10,4,1,1,1,21,5,1560,2,3,-1,-1,-1
2019136CB0586,2,9,0,18,0,8,0,0,7,10,2,1,6,1,49,8,-1,-1,-1,10,1,10
2019136CB0741,1,9,0,9,0,6,0,0,0,0,3,1,6,2,44,7,1968,2,10,3,1,3
2019136CB0741,2,1,0,18,0,8,0,0,0,0,1,1,6,1,19,4,-1,-1,-1,3,1,3
2019136CB1131,1,9,0,18,0,3,1,7,4,6,1,1,6,1,37,7,1988,1,15,-1,-1,-1
2019136CC0200,1,9,0,17,0,0,2,0,1,11,3,1,2,2,46,8,1497,8,1,9,3,9
2019136CC0789,1,9,0,18,0,8,0,0,0,0,1,1,6,1,31,6,2993,2,3,1,1,1
2019136CC0789,2,9,0,18,0,8,5,0,0,0,4,1,6,1,62,9,1461,2,8,5,1,5
2019136CC1106,1,9,0,18,0,1,0,0,0,0,1,1,6,1,65,9,1598,1,13,6,1,6
2019136CC1403,1,9,0,18,0,0,0,0,0,0,1,1,6,1,32,6,1968,2,10,2,1,2
2019136CC1477,1,9,0,18,0,0,0,0,0,0,1,1,2,2,53,8,998,1,3,1,1,1
2019136CD0879,1,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,1997,2,9,8,1,8
2019136CD1164,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136CD1446,1,9,0,18,0,2,0,0,0,0,1,1,6,1,26,6,1560,2,10,3,1,3
2019136CD1455,1,19,0,18,0,8,0,0,0,0,3,1,6,1,40,7,1753,2,16,-1,-1,-1
2019136CE0735,1,3,0,16,0,0,2,0,0,0,0,1,6,1,35,6,124,1,4,7,1,7
2019136CE1033,1,9,0,18,0,0,0,11,0,0,3,1,6,2,24,5,998,1,2,1,1,1
2019136CE1051,1,19,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136CE1519,1,9,0,7,0,6,0,0,0,0,1,1,6,2,47,8,1499,1,3,8,2,8
2019136CE1519,2,9,0,7,0,6,0,0,0,0,2,1,6,2,27,6,1598,1,14,8,3,8
2019136CE1970,1,9,0,13,0,0,0,0,0,0,1,1,6,1,33,6,1896,2,11,-1,-1,-1
2019136CF0440,1,9,0,7,0,6,0,11,0,0,1,1,6,1,26,6,1984,1,12,2,1,2
2019136CF0440,2,1,0,18,0,8,0,11,0,0,4,1,2,1,56,9,-1,-1,-1,-1,-1,-1
2019136CF0743,1,19,0,16,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019136CF0743,2,9,0,3,0,1,0,0,0,0,2,1,6,1,57,9,1968,2,2,7,3,7
2019136CF0743,3,9,0,3,0,2,0,0,0,0,2,1,6,1,60,9,1968,2,6,7,1,7
2019136CF1352,1,9,0,18,0,0,0,2,0,0,4,1,6,2,72,10,1364,1,3,8,1,8
2019136CG1300,1,9,0,18,0,1,0,0,0,0,1,1,1,2,25,5,1560,2,1,1,1,1
2019136CG1310,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,2979,1,4,5,1,5
2019136CG1310,2,9,0,3,0,1,0,0,0,0,1,1,6,1,47,8,1956,2,5,9,1,9
2019136CG1310,3,9,0,3,0,1,0,0,0,0,1,1,6,2,45,7,1599,1,15,1,1,1
2019136CG1345,1,9,0,18,0,0,0,0,1,4,1,1,6,2,72,10,2143,2,4,-1,-1,-1
2019136CH0285,1,9,0,18,0,0,0,0,0,0,1,1,6,2,33,6,1968,2,11,2,1,2
2019136CH0285,2,9,0,4,0,0,0,0,0,0,2,1,6,1,68,10,1248,1,7,4,1,4
2019136CH1164,1,9,0,9,0,1,0,0,0,0,1,1,6,1,27,6,1968,2,12,1,1,1
2019136CH1164,2,9,0,18,0,2,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,4,1,4
2019136CH1164,3,9,0,18,0,1,0,0,0,0,0,1,1,1,29,6,2993,2,2,1,1,1
2019136CH1478,1,9,0,7,0,6,0,0,0,0,1,1,6,1,45,7,-1,-1,-1,6,2,6
2019136CH1478,2,3,0,18,0,8,0,0,0,0,4,1,6,1,18,4,124,1,-1,2,1,2
2019136CI1516,1,8,0,18,0,0,0,0,0,0,4,1,2,1,57,9,1598,2,6,1,1,1
2019136CI1548,1,9,0,18,0,0,0,0,0,0,1,1,6,1,39,7,1762,1,20,2,1,2
2019136CJ0524,1,9,0,9,0,6,0,0,0,0,1,1,6,1,55,8,1499,2,4,-1,-1,-1
2019136CJ1279,1,9,0,5,0,0,0,0,0,0,3,1,6,1,43,7,1997,2,3,1,1,1
2019136CJ1279,2,1,0,18,0,0,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,1,1,1
2019136CJ1358,1,11,0,18,0,0,0,0,0,0,1,1,1,1,51,8,7300,2,14,3,1,3
2019136CK1664,1,9,0,18,0,1,0,0,0,0,1,1,6,1,21,5,1395,1,5,7,1,7
2019136CK1664,2,9,0,9,0,6,0,0,0,0,3,1,6,2,21,5,1390,1,12,1,1,1
2019136CK1753,1,9,0,9,0,8,0,11,0,0,1,1,6,1,-1,-1,1794,1,15,-1,-1,-1
2019136CL1370,1,9,0,18,0,0,0,0,0,0,1,1,6,2,75,10,998,1,1,8,1,8
2019136CL1403,1,4,0,18,0,0,1,0,0,0,0,1,6,1,46,8,244,1,16,1,1,1
2019136CL1420,1,8,0,5,0,0,0,0,0,0,1,1,1,1,42,7,-1,-1,-1,1,1,1
2019136CP0321,1,9,0,7,0,1,0,0,0,0,1,1,6,1,32,6,1968,2,2,2,1,2
2019136CP0321,2,8,0,9,0,8,0,0,0,0,1,1,1,1,53,8,1968,2,5,3,1,3
2019136CR0143,1,8,0,9,0,5,0,0,0,0,3,1,1,1,59,9,-1,-1,-1,2,1,2
2019136CR0884,1,9,0,3,0,1,0,0,0,0,2,1,6,2,48,8,1968,2,1,4,1,4
2019136CR0884,2,9,0,4,0,1,0,0,0,0,1,1,6,1,27,6,1896,2,14,6,1,6
2019136CR0897,1,9,0,18,0,0,0,0,0,0,1,1,6,1,42,7,1686,2,14,1,1,1
2019136CR0897,2,9,0,18,0,0,0,0,0,0,2,1,6,1,26,6,1364,1,9,3,1,3
2019136CR1415,1,9,0,18,0,0,0,0,0,0,1,1,6,2,39,7,1968,2,9,4,1,4
2019136CR2099,1,9,0,18,0,0,0,0,0,0,1,1,6,1,38,7,-1,-1,-1,-1,-1,-1
2019136CR2099,2,9,0,2,0,0,0,0,0,0,2,1,6,1,19,4,1395,1,4,1,1,1
2019136CT1224,1,9,0,18,0,8,5,0,0,0,1,1,6,1,34,6,1364,2,12,6,1,6
2019136CT1224,2,9,0,2,0,8,0,0,0,0,1,1,6,3,-1,-1,1582,2,5,-1,-1,-1
2019136CT1457,1,9,0,16,0,8,0,7,0,1,1,1,6,1,34,6,2981,1,-1,2,1,2
2019136CU0568,1,9,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1968,2,5,10,1,10
2019136CU0969,1,9,0,18,0,4,0,0,0,0,1,1,6,1,-1,-1,1598,2,4,3,1,3
2019136CU0969,2,9,0,9,0,5,0,0,0,0,3,1,6,2,23,5,1968,2,11,3,1,3
2019137141255,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
